매장명|주소|전화번호|
코메아벨렘|서울 마포구 성미산로 200 1층|0507-1487-1149
비엔나커피하우스 마포신한디엠점|서울 마포구 마포대로 25|02-711-1683
메가MGC커피 홍대점|서울 마포구 잔다리로6길 39 1층|02-323-0656
러비니돌|서울 마포구 신촌로2안길 20 102호|02-325-0122
투썸플레이스 망원역점|서울 마포구 월드컵로 62 한림빌딩 1층|02-3141-0303
실론살롱|서울 마포구 성미산로 198|070-8742-3310
커피빈 홍대역8번출구점|서울 마포구 양화로18안길 7 2층|02-338-9463
설빙 마포공덕점|서울 마포구 도화길 31-1 2층|02-711-0334
빌로우 망원점|서울 마포구 포은로6길 4|
에어리어커피|서울 마포구 만리재로 15 제일빌딩 1층|
할리스 공덕경의선숲길점|서울 마포구 백범로28길 22 일양빌딩 신관 1층|02-701-3967
오피스오브|서울 마포구 성미산로 107 1층|070-8882-7793
카페식스|서울 마포구 와우산로29라길 19 2층|02-332-5533
힐링사주타로샵미라클|서울 마포구 동교로38길 11 2층|010-2800-7959
과자산책|서울 마포구 포은로 78 2층|
레귤러서비스|서울 마포구 월드컵로25길 58|
폴바셋 MBC몰파크점|서울 마포구 성암로 267 103호|02-303-2330
오로지|서울 마포구 월드컵로19길 25 1층|010-2555-3285
피스피스 연남점|서울 마포구 동교로51길 91 2층|070-8814-2729
스타벅스 서강대흥역점|서울 마포구 백범로 89|1522-3232
밀가루인쇄소|서울 마포구 와우산로10길 40|02-332-3016
카페 이유|서울 마포구 와우산로29마길 7-8 지하1층|0506-726-1200
사이드테이블|서울 마포구 동교로47길 3|02-332-2932
만유인력 커피|서울 마포구 성지길 51 1F 만유인력|070-5033-2310
스테이웰카페|서울 마포구 백범로 152 공덕파크자이 101동 1층 12호|02-3273-0408
디퓨즈|서울 마포구 망원로11길 53-6 2층|070-7755-9500
레이브 에스프레소바|서울 마포구 성미산로1길 67 1층|02-3144-0262
카페세레니티|서울 마포구 동교로9길 70 2층|
투썸플레이스 디지털미디어시티역점|서울 마포구 성암로 189 중소기업DMC타워 1층|02-304-2388
아띠|서울 마포구 동교로13길 38 1층|02-332-4740
앤스|서울 마포구 성미산로 174 2층|
더세임 카페|서울 마포구 희우정로1길 6-3 1, 2층|02-336-0536
스피키지 방탈출카페|서울 마포구 와우산로 103 지하1층|02-332-3228
고래상점|서울 마포구 독막로7길 18|
커피빈 동교동삼거리점|서울 마포구 양화로 196 동성빌딩 1층|02-336-9198
스타벅스 서강대점|서울 마포구 백범로 23 거구장컨벤션웨딩 1층|1522-3232
매일카페|서울 마포구 연남로3길 31 1층|017-1234-1234
베란다컵케익 연남점|서울 마포구 동교로38길 27-14 1층|02-6498-9939
꽈페 망원점|서울 마포구 포은로 83 오체어스빌딩 1층|02-508-0910
파스텔커피웍스 본점|서울 마포구 독막로2길 38 1층|02-322-7549
카페쿠키드|서울 마포구 어울마당로5길 25 1층|0507-1413-5620
로스팅마스터즈 본점|서울 마포구 동교로 129 1층|02-334-1190
고미푸딩|서울 마포구 희우정로10길 20 1층 1호|010-3038-7654
궤도 연남|서울 마포구 연남로 19 1층|02-332-3441
위밋데얼|서울 마포구 양화로16길 30 한나빌딩 3층|
할리스 공덕점|서울 마포구 마포대로 143|02-701-5785
마스터키 홍대점|서울 마포구 와우산로27길 39 3층|02-337-5575
디코더|서울 마포구 와우산로 88-1 3층|
피크니크 홍대 경의선숲길점|서울 마포구 서강로13길 22 1,2층|070-491-8670
커피덕|서울 마포구 월드컵북로2길 37 1층|02-333-0752
맥코이 연남점|서울 마포구 성미산로 147 1층|
루즈도어|서울 마포구 포은로 50 1층|
콘크리트엔젤|서울 마포구 월드컵로3길 14|02-335-3705
스타벅스 마포경찰서후문점|서울 마포구 마포대로 173-14|1522-3232
카페 홀리데이|서울 마포구 독막로15길 13-5 1층|
투썸플레이스 마포대로점|서울 마포구 마포대로 67 1층|02-2039-8166
핏크|서울 마포구 성미산로11길 13|
이너커피|서울 마포구 연희로 3 3층|010-3905-4372
핸드릭스커피로스터스|서울 마포구 월드컵북로4길 20 1층|
리피 메세나폴리스점|서울 마포구 양화로 45 지하1층 154,155호|070-4243-0084
그냥방실|서울 마포구 희우정로20길 71 와와모빌딩 1층 102호|
합정 지튼|서울 마포구 양화로11길 42 1층|070-4400-4871
커피하우스마이샤|서울 마포구 포은로 52 1층|
투썸플레이스 상암E&M점|서울 마포구 상암산로 66 1층|02-6951-2666
카페니타|서울 마포구 와우산로29라길 20 1층|
심신프리 홍대점|서울 마포구 어울마당로 98-1|070-5118-5357
카페페어|서울 마포구 와우산로29길 4-15 1층|0502-1903-1276
빽다방 홍대입구점|서울 마포구 와우산로23길 44 1층|02-322-2013
백종명화이트커피|서울 마포구 성미산로29안길 29 2층 201호|02-325-7799
잼잼|서울 마포구 성미산로29길 24 지하1층|010-3796-3176
스타벅스 애오개역점|서울 마포구 마포대로 201|1522-3232
이디야커피 홍대중앙점|서울 마포구 양화로 124|02-338-9799
온어롤|서울 마포구 포은로 86-1 2층 카페 온어롤 망원|010-5080-2261
달콤다정|서울 마포구 동교로38길 33-21 2층|02-6339-9633
할리스 홍대역2번출구점|서울 마포구 동교로 200 1~3층|02-332-8079
블루보틀 홍대팝업카페|서울 마포구 양화로 130 라이즈 호텔 1층|1533-6906
제로베이스커피|서울 마포구 와우산로17길 19-22 1층|
반지캠퍼스카페|서울 마포구 어울마당로 112-6|02-324-3350
모카리아|서울 마포구 월드컵북로44길 76-12|02-372-9990
블러|서울 마포구 토정로 28-10 4층|
히피리피|서울 마포구 월드컵로13길 79 1층|070-8860-9393
홍콩다방 홍대점|서울 마포구 와우산로21길 14|070-8873-5310
크래커|서울 마포구 동교로 211|02-332-7200
카페코그|서울 마포구 동교로 183-12 1층|070-8287-0809
투썸플레이스 홍대예술의거리점|서울 마포구 와우산로21길 36-3 2~4층|02-2135-2577
오버트 합정점|서울 마포구 잔다리로 43 1층|
커스텀커피 합정점|서울 마포구 월드컵로8길 40 1층|070-4141-5550
고양이다락방 홍대점|서울 마포구 홍익로6길 23 3층|02-3142-3123
오엘커피|서울 마포구 잔다리로 30-32 1층|
커피그래피티 연남점|서울 마포구 동교로 278 지하1층|
쇼트 서울|서울 마포구 매봉산로2길 75 1,2층|
코칭심리카페|서울 마포구 어울마당로 118 천마빌딩 6층|070-8154-0089
디저트39 마포 공덕점|서울 마포구 백범로 152|02-715-5758
재신|서울 마포구 월드컵북로 24 1층|0507-1449-7788
카페늘보|서울 마포구 동교로51안길 26 YJ빌딩 2층|02-337-0011
틸다제이|서울 마포구 독막로15길 3-6 2층 201호|010-4920-5782
카페라래|서울 마포구 와우산로29마길 7 1층 202호|0507-1438-0096
탐앤탐스 마포도화점|서울 마포구 삼개로 15|02-704-7405
